Culture	Culture_Notes	Glottocode	v1.Traditional_Time_Focus	v1.Source	v2.God(s)	v2.Source	v3.Nature_god(s)	v3.Source	v4.Deified_ancestor(s)	v4.Source	v5.Ancestral_spirits	v5.Source	v6.Nature_Spirits	v6.Source	v7.Supernatural_punishment_for_impiety	v7.Source	v8.Primordial_pair	v8.Source	v9.Myth_of_humanity’s_creation	v9.Source	v10.The_actions_of_others_after_one_has_died_can_affect_the_nature_of_one's_afterlife	v10.Source	v11.One's_actions_while_living_can_affect_the_nature_of_one's_afterlife	v11.Source	v12.Culture_hero(es)	v12.Source	v13.Forces_of_nature_are_controlled_by_or_imbued_with_the_supernatural	v13.Source	v14.Social_hierarchy_tapu	v14.Source	v15.Kinship_tapu	v15.Source	v16.Resource_management_tapu	v16.Source	v17.Mana_and_social_status	v17.Source	v18.Mana_related_to_social_influence_or_technical_skill	v18.Source	v19.Mana_linked_to_genealogy	v19.Source	v20.Mana_as_a_personal_quality	v20.Source	v21.Mana_as_a_spiritual_or_religious_concept	v21.Source	v22.Pre-Austronesian_population	v22.Source	v23.Christian_influence_on_supernatural_belief	v23.Source	v24.Hindu_/_Buddhist_influence_on_supernatural_belief	v24.Source	v25.Contact_with_other_cultures	v25.Source	v26.Islamic_influence_on_supernatural_belief	v26.Source	v27.Distance_to_closest_landmass_inhabited_by_a_different_culture_(km)	v27.Source	v28.Distance_to_nearest_continent_(km)	v28.Source	v29.Longitude	v29.Source	v30.Latitude	v30.Source	v31.Number_of_islands_inhabited_by_culture	v31.Source	v32.Island_type_(island_with_largest_culture_population_or_largest_island_if_unknown)	v32.Source	v33.Maximum_elevation_(meters)	v33.Source	v34.Island_Size_(km²)	v34.Source	v35.Costly_sacrifices_and_offerings	v35.Source	v36.Headhunting	v36.Source	v37.Political_and_religious_differentiation	v37.Source	v38.Largest_religious_community	v38.Source	v39.Genital_cutting	v39.Source	v40.Tooth_pulling	v40.Source	v41.Tattooing	v41.Source	v42.Scarification	v42.Source	v43.Piercing	v43.Source	v44.Population	v44.Source	v45.Importance_of_Matrilateral_descent	v45.Source	v46.Importance_of_Patrilateral_descent	v46.Source	v47.Polygamy	v47.Source	v48.Marital_residence	v48.Source	v49.Kinship_system	v49.Source	v50.Population_of_largest_political_community	v50.Source	v51.Conflict_within_community	v51.Source	v52.(No)_internal_warfare	v52.Source	v53.(No)_external_warfare	v53.Source	v54.Metalworking	v54.Source	v55.Animal_husbandry_as_a_source_of_food	v55.Source	v56.Land-based_hunting_performed_by_individuals	v56.Source	v57.Land-based_gathering	v57.Source	v58.Land-based_hunting_performed_by_one_or_more_groups	v58.Source	v59.Agriculture_/_Horticulture	v59.Source	v60.Water-based_gathering	v60.Source	v61.Fishing_and_water-based_hunting_performed_by_one_or_more_groups	v61.Source	v62.Fishing_and_water-based_hunting_performed_by_individuals	v62.Source	v63.Trade_/_wage_labour_as_a_source_of_food	v63.Source	v64.Role_of_social_status_in_conversion_process	v64.Source	v65.Use_of_force_in_conversion	v65.Source	v66.Adoption_of_a_world_religion	v66.Source	v67.Resident_missionary_involvement_in_conversion_process	v67.Source	v68.Syncretic_religious_movements	v68.Source	v69.Immigration	v69.Source	v70.Language_shift	v70.Source	v71.Foreign_education_systems	v71.Source	v72.Foreign_government_systems	v72.Source	v73.Changes_in_means_of_subsistence	v73.Source	v74.Exportation_of_goods_to_other_cultures	v74.Source	v75.Vehicles_and_roads	v75.Source	v76.Air_travel	v76.Source	v77.Sea_port	v77.Source	v78.Loss_of_political_autonoomy	v78.Source	v79.Nature_of_loss_of_autonomy	v79.Source	v80.Contemporary_Time_Focus	v80.Source	v81.Unofficial_religious_syncretism	v81.Source	v82.Institutional_religious_syncretism	v82.Source	v83.Dominant_world_religion	v83.Source
Simbo	Simbo, known locally as Mandegugusu, is a small island in the western Solomons. Historically, headhunting played a major role in the indigenous religion, although its precise meaning is debated. In the second half of the nineteenth century, headhunting raids by the Simboese and their allies from Roviana led to the near-depopulation of other parts of the Solomon Islands. Soon after the British forcibly put an end to these raids, the anthropologists W.H.R. Rivers and Arthur Hocart conducted fieldwork on Simbo (then known as Eddystone), and interpreted the abolition of headhunting as having brought about cultural and demographic decline. Pat Barker's Booker-winning novel 'The Ghost Road' (1995) contains powerful passages detailing Rivers' memories of his time on this island.	simb1256	1908	hocart1922; scheffler1962	2	hocart1922	1	hocart1922	0	hocart1922; dureau-1994	2	dureau2000	2	hocart1922	1	hocart1922; dureau2000	0	hocart1922	2	hocart1922; scheffler1962	2	dureau2000	1	dureau2000	0	hocart1922	1	hocart1922	0	hocart1922; dureau2000	1		1		1	dureau2000	1	dureau2000[88]	3	dureau2000; scheffler1962	1	dureau2000	1	dureau2000	2	bellwood_1995[109]	1	bayliss-smith2006[31-32]	0	cribb2000[Map 2.21]	1	sheppard-walter-2013; bayliss-smith2006[31-32]	0	cribb2000[Map 2.23]	8	hocart1922; daft-logic-distance-calculator2014	1422	daft-logic-distance-calculator2014	156.5	hocart1922; google-mapsnone	-8.3	hocart1922; google-mapsnone	1	scheffler1962	2	scheffler1962[135-137]	330	petterson-et-al2008[149]	12	bayliss-smith2006[38]	1	hocart1922	1	dureau2000	2	scheffler1962; dureau-1994	4	scheffler1962	0	hocart1935b[22]; rivers1926[69-70]	0	cheyne1852[64-65]	0	ambrose2012[15]; cheyne1852[64-65]	0	cheyne1852[64-65]	1	cheyne1852[64-65]	400	bayliss-smith2006[31-34]; mccracken-2000[47-49]	3	scheffler1962	2	scheffler1962			4	scheffler1962[143]			2	scheffler1962	3	scheffler1962; hocart1931	2	scheffler1962; hocart1931	2	scheffler1962			1		0		3		1		3	bayliss-smith-hviding-2015	2	hocart1937[261]	3	hocart1935a; hocart1937	1	hocart1937; hocart1935a	3	bayliss-smith-hviding-2015			0	dureau2001b	3	dureau2001b[145]	1	dureau2001b[145]	0	dureau2012	0	lauer-et-al2012[177]; dureau2012[12-13]	1	lauer-et-al2013[42]	3	dureau1998[243]	2	lauer-et-al2013[42, 44]; dureau1998[243]	2	dureau1998[243]; dureau2012[12-13]	2	dureau1998[243, 260]	0	lauer-et-al2013[42]	0	petterson-et-al2008[150-151]; google-mapsnone	1	national-geospatial-intelligence-agency2009[180]; daft-logic-distance-calculator2014	3	dureau-1994[107]	2	bayliss-smith2006[107]	2014				2	dureau1998[252-253]	1	dureau2012[240]
Siraya		sira1267	1627	shepherd1993[63, 454]	3	campbell1903[24]			0	campbell1903[9-25]	0	campbell1903[9-25]			1	campbell1903[15-16]	0	campbell1903[23]	2	campbell1903[24]	2	campbell1903[23]	1	campbell1903[23]			1	campbell1903[24]			1	shepherd1993[44]					0	blevins2008			0	blevins2008	0	blevins2008					0	shepherd1993[27-90]			0	shepherd1993[27-90]	0	shepherd1993[31]			120.4	shepherd1993[31]; google-mapsnone	22.9	shepherd1993[31]; google-mapsnone	1	shepherd1993[31]							1	campbell1903[25]	1	campbell1903[12-15]	2	campbell1903[9-25]	2	campbell1903[9-25]	0	campbell1903[9-25]	0	campbell1903[9-25]	0	campbell1903[9-25]	0	campbell1903[9-25]	0	campbell1903[9-25]	20000	shepherd1993[42]	3	shepherd1993[44]	1	shepherd1993[44]	2	campbell1903[20]	1	campbell1903[19-21]; shepherd1993[44]			3	campbell1903[15]; shepherd1993[39-42]	3	campbell1903[15-17]	1	shepherd1993[27-90]			1	shepherd1993[28-29]	0	campbell1903[9-25]	1	campbell1903[10-12]	2	campbell1903[9-25]	2	campbell1903[10-12]	4	campbell1903[10-11]	3	campbell1903[10-11]	2	campbell1903[10-11]	3	campbell1903[10-11]	0	campbell1903[10-12]											3	shepherd1993[1-2]					2	shepherd1993[1-2]											3	shepherd1993[1-2, 7]	2	shepherd1993[7]								
Small Islands	Malekula is a large island in the north of Vanuatu. A chain of islets along its eastern coast, known locally as the Small Islands, was the subject of the detailed ethnography 'Stone Men of Malekula' by the English anthropogist John Layard. Layard's ethnography focuses primarily on the island of Vao. The 'stone men' of the title refers to the monoliths that were erected as part of the 'Maki' rites, which marked the ascendance of men through the ranks of the local graded society.	moro1286	1914	layard1942[xvii-xix]	2	layard1942[12, 218-225, 235]	1	layard1942[205-239, 210-218]	2	layard1942[12-13, 205-239, 216, 236-237, 257]	1	layard1942[205-239, 236-237, 257]	0	layard1942[205-239]	1	layard1942[235, 630]	0	layard1942	2	layard1942[36, 212-213]	2	layard1942[225, 234]	1	layard1942[234, 236]	1	layard1942[205-239, 210-211, 217-218]	1	layard1942[236-237, 633]	1	layard1942[45]	1	layard1942[154-155]	0		0		0	blust2007; keesing1984; blevins2008	0		0	blust2007; keesing1984; blevins2008	0	blust2007; keesing1984; blevins2008	0	bellwood_1995[109]	1	layard1928[xviii]	0	cribb2000[Map 2.21]	1	layard1942[xviii, 53, 601]	0	cribb2000[Map 2.23]	0	layard1942[24-25]	1822	layard1942[28]; daft-logic-distance-calculator2014	167.5	layard1942[30]; google-mapsnone	-16.1	layard1942[4, 24]; google-mapsnone	1	layard1942[24-25]	2	layard1942[24-25]; malakula2013	879	malakula2013	2023	layard1942[24-25, 30]; creevey-et-al-2021	1	layard1942[226, 235]	0	layard1942[205-683]	1	layard1942[34-35]	2	layard1942[290]	2	layard1942[473]	0	layard1942[42-44, 473-565]	0	layard1942[672-673]	1	layard1942[473-565, 671]	0	layard1942[42-44]	3000	layard1942[24, 745]	2	layard1942[11-12]	2	layard1942[11-12]	4	layard1942[227]	3	layard1942[228]			2	layard1942[24, 53-55]	1	layard1942[24, 26, 590, 602-603]	2	layard1942[26, 53, 590]	2	layard1942[588, 601-603]; geismar-herle-2009[15]			2	layard1942[25, 48]	1	layard1942[48]	0	layard1942[40-50, 48]	1	layard1942[48]	4	layard1942[25, 48]	1	layard1942[48]	1	layard1942[48]	1	layard1942[48]	2	layard1942[15, 48, 253]			0	geismar-herle-2009[164-167]	3	geismar-herle-2009[225]	2	layard1936[xviii, xix]					2	geismar2005[205-206]; geismar2009[207]	3	geismar2005[205-206]	1		2	geismar-herle-2009[39]	2	geismar-herle-2009[226-227]	0		1	geismar2009[211, 224]	0		2	geismar-herle-2009[13, 15, 39]	2	geismar-herle-2009[15]	2014	geismar2005; geismar-herle-2009					1	geismar2005[198, 200]
South Pentecost	Pentecost is an island in the north of Vanuatu. The people of the southern quarter of the island speak the Sa language, and form a cultural unit. Although most Sa-speakers are now Christian, a substantial number have retained their indigenous religion. The village of Bunlap is famous for 'land diving' a ritual connected with the yam harvest in which men jump from a high tower, to which their feet are tied by strong vines.	saaa1241	1900	jolly1982[341, 344]	0	lane1965[250-279]	0	lane1965[250-279, 275]	0	lane1965[250-279, 265-266]	2	lane1965[250-279, 269-270]	1	lane1965[250-279, 264]	1	lane1965[250-279, 264]	0	lane1965[263, 265]	1	lane1965[265]	0	lane1965[269-270]	0	lane1965[263]	1	lane1965[250-279, 265-266]	1	lane1965[275]	1	lane1965[258]	0						0	lane1965[257]	0	lane1965[257]	0	lane1965[257]	0	lane1965[257]	0	bellwood_1995[109]	1	lane1965[250]	0	cribb2000[Map 2.21]	1	jolly1991[262]	0	cribb2000[Map 2.23]	0	lane1965[250]	1894	lynch-crowley-2001[60]; daft-logic-distance-calculator2014	168.2	lane1965[250]; google-mapsnone	-15.9	lane1965[250]; google-mapsnone	1	lane1965[250]	2	pentecost2012	946	pentecost2012	438	pentecost2012	0	lane1965[250-279]	0	lane1965[250-279]	2	lane1965[275-276]	2	lane1965[250-279, 268-269]	1	lane1965[274]	0	mescam1989[29-31, 46-57]	1	mescam1989[29, 46-57]; lane1965[250-279]	0	mescam1989[28-31]	1	mescam1989[29, 46-57]; lane1965[250-279]			2	jolly1991[263]	3	jolly1991[263]	4	jolly1991[263]	3	jolly1991[263]	1	jolly1991[263]	2	lane1965[268, 273]	3	lane1965[272]; jolly1991[263]	1	jolly1991[263]; lane1965[268]	4	jolly1991[263]			1	jolly1991[262]	2	jolly1991[262]	3	lane1965[250]; jolly1991[262]	1	jolly1991[262]	3	lane1965[250]; jolly1991[262]	2	lane1965[250]; jolly1991[262]	1	lane1965[250]; jolly1991[262]	2	lane1965[250]; jolly1991[262]	2	jolly1991[262]			0	jolly1982[344-347]	3	jolly2003[190]	2	jolly1982[344, 345]	0	jolly1982[344-347]; lane1965[278]	0		2	jolly2003[190]	3	jolly1982[346]; jolly1982[190]	1	jolly1982[341-344]; jolly1991[263]	2	jolly2003[190]; jolly1991[262]	2	jolly1991[262]	1		1	lonely-planet2014	0	national-geospatial-intelligence-agency2009[180]	2	jolly1982[341-344]	0		2014		2		2		1	jolly2003[190]
Southern Toraja	The Southern Toraja, also known as the Sa'dan Toraja, reside in the highlands of the island of Sulawesi (formerly known as Celebes) in Eastern Indonesia. The Toraja have been largely Christian since the 1970s, but a minority continue to follow the indigenous religion, now known as Aluk to Dolo (Ways of the Ancestors).	tora1261	1900	nooy-palm1979[9, 11, 107-109]	2	nooy-palm1979[115-121]	2	nooy-palm1979[115-121]	2	nooy-palm1979[121-126]	2	nooy-palm1979[121-124]	2	nooy-palm1979[126]	1	nooy-palm1979[275]	2	nooy-palm1979[134-145]	2	nooy-palm1979[134-145]	2	nooy-palm1979[121-124]	1	nooy-palm1979[121-124]	2	nooy-palm1979[121-132, 145-159]	1	nooy-palm1979[111]	1	nooy-palm1979[47]; nooy-palm-1986[121-122]	1	nooy-palm1979[31]	0	nooy-palm1979[12-13, 107-133]	0		0	blevins2008	0		0	blevins2008	0	blevins2008	2	bellwood_1995[109]	1	nooy-palm1971[135]	2	nooy-palm1979[122]	1	adams1993[281]	1	nooy-palm1979[135]	0	nooy-palm1979[6]	1340	nooy-palm1979[4]; daft-logic-distance-calculator2014	119.8	nooy-palm1979[2-3]; google-mapsnone	-3.1	nooy-palm1979[2-3]; google-mapsnone	1	nooy-palm1979[6]	4	charlton2000[607]	3455	celebes-2018	188522	celebes-2018	1	nooy-palm1979[31]	1	nooy-palm-1986[312-318]	2	nooy-palm-1986[274]	3	nooy-palm1979[59-60]	2	nooy-palm-1986[113]	0	nooy-palm-1986[109-120]	2	nooy-palm-1986[113-114]	2	nooy-palm-1986[113]	0	nooy-palm-1986[109-120]	120000	bigalke-2005[5]	2	adams1993[282]	2	adams1993[282]	3	nooy-palm1979[30]	1	nooy-palm-1986[112]			4	bigalke-2005[5, 15]	4	nooy-palm1979[92-104]	1	nooy-palm1979[12, 58-59]; bigalke-2005[47]	3	bigalke-2005[3-48]	1	nooy-palm1979[11]	2	nooy-palm1979[11]; nooy-palm1971[134]	1	nooy-palm1971[134]	1	nooy-palm1979[11]	1	nooy-palm1971[134]	4	nooy-palm1979[11]	2	nooy-palm1979	0	nooy-palm1971[134]	2	nooy-palm1979[11]; nooy-palm1971[134]	0	nooy-palm1979[1, 11]	1	bigalke-2005[109-148, 222-264]	1	bigalke-2005[109-148, 222-264]	3	adams1993[283]	2	nooy-palm1979[8-9]	0	bigalke-2005[3-48, 76-148, 265-300]	0	klenke2013[152]	2	eberhard2020	2	bigalke-2005[152]	2	bigalke-2005[64-75]	2	klenke2013[154]	2	adams1993[281]; klenke2013[154]	2	volkman1997[165-166]	1	waterson2009[xv-xvi]	1		3	bigalke-2005[64-75]	2	bigalke-2005[51-63]	2014		2	waterson2009[353-394]	2	waterson2009[353-394]	1	klenke2013[153-153]
Subanun			1905	christie1909[9]	2	christie1909[77-80]	0	christie1909[70-92]	0	christie1909[70-92]; frake1980[144-165]	2	frake1980[153]	2	christie1909[70-92]	1	christie1909[70]	0	christie1909[93-104]	0	christie1909[93-104]	2	christie1909[77-78]	0	christie1909[91-92]	0	christie1909[93-104]	1	finley-churchill1913[32]	0		1	frake1980[88]; christie1909[66]	1				0	blust2007; keesing1984; blevins2008[262]			0	blust2007; keesing1984; blevins2008[262]	0	blust2007; keesing1984; blevins2008[262]	2	bellwood_1995[109]	1	christie1909[11-32, 70-92]	2	christie1909[90]	1	frake1993[244]; christie1909[11-32]	1	frake1993[244]; christie1909[11-32, 70-92]	0	christie1909[11-13]	1484	christie1909[11-13]; daft-logic-distance-calculator2014	122.1	christie1909[11-13]; google-mapsnone	7.1	christie1909[11-13]; google-mapsnone	1	christie1909[11-13]	4	yumul-et-al-2009[732-733]	2954	mindanao-2016	94630	mindanao-2016	1	christie1909[82-83, 91]	0	christie1909; lebar1975[34]	3	frake1957[5]; christie1909[84]	2	christie1909[70-92]	1	finley-churchill1913[27]; christie1909[52]	0	finley-churchill1913[27-28]	0	finley-churchill1913[27]	0	finley-churchill1913[27-28]	1	finley-churchill1913[27]	26000	census-office-philippine-islands-1903[400]	2	frake1993[245]	2	frake1993[245]	2	frake1993[245]; christie1909[57]	5	frake1993[245]			3	christie1909[61-62]	4	lebar1975[34]; christie1909[61-69]	4	lebar1975[34]; christie1909[61-69]	3	christie1909[11-32, 61-69]	1	christie1909[42]	1	christie1909[33-49]; finley-churchill1913[21]	2	christie1909[41, 47-48]	2	christie1909[41, 47-48]	2	finley-churchill1913[41, 47-48]	4	christie1909[41]	1	christie1909[33-49]	2	christie1909[41, 48]	1	christie1909[41]	1	christie1909[41, 43-46]			0		2	frake1993[245]	2	frake1993[245]	0		1		1		3	sali-ot-et-al2012[39]	2	frake1993[245]	1	sali-ot-et-al2012[41]; frake1993[244]	2	frake1993[244]	0		0		1		3	christie1909[68-69]	0	christie1909[11-32]	2014		1		2			
Tagbanuwa	The Tagbanuwa are an ethnolinguistic group of Central Palawan Island, speaking the Central Tagbanuwa language. They are not to be confused with a group of the same name living in the Calamian Islands to the north of Palawan.		1896	venturello-1907; eder1987[23]; fox1982	2	fox1982[148-149]	2	fox1982[234-237]	0	fox1982[145-247, 249-250]	3	fox1982[161, 249-250]	2	fox1982[166-171]	1	fox1982[161]	0	fox1982[145-247]	2	fox1982[154]	1	fox1982[161]	1	fox1982[158-159]	0	fox1982[145-247]	1	fox1982[154]	1	fox1982[183-184]	1	fox1982[154]	0	fox1982[145-247]			0	blust2007; keesing1984; blevins2008[262]			0	blust2007; keesing1984; blevins2008	0	blust2007; keesing1984; blevins2008[262]	2	bellwood_1995[109]	2	fox1982[155]	2	fox1982[17, 41, 139, 170]	1	fox1982[145]	1	fox1982[25-26, 41, 145-247]	0	fox1982[6]	1014.4	fox1982[6]	118.4	fox1982[6]; google-mapsnone	9.5	fox1982[6]; google-mapsnone	1	fox1982[1]	4	yumul-et-al-2009[732-733]	2086	venturello-1907	11782	fox1982[5]; venturello-1907	1	venturello-1907; fox1982[206]	0	venturello-1907; fox1982[53-247]	2	fox1982[123-139, 145-247]	4	fox1982[146-147]	0	fox1982[34-35]	0	fox1982[34-35]	0	fox1982[34-35]	0	fox1982[34-35]	1	fox1982[34]	5000	census-office-philippine-islands-1903[400]; fox1982[12-13]	2	fox1982[53]	2	fox1982[53]	3	venturello-1907	1	venturello-1907			3	census-office-philippine-islands-1903[400]; fox1982[12-13, 128-131]	4	venturello-1907	4	venturello-1907	3	venturello-1907; fox1982[17-26]	1	warren-1975a[65]	1	fox1982[5-52, 174]	2	fox1982[49, 173]	1	fox1982[5-52, 52]	1	fox1982[49, 173]	4	fox1982[42]	3	fox1982[7]	3	fox1982[7, 49]	3	fox1982[7, 49]	2	fox1982[5-52, 202]					3						3	fox1982[11-12]; dressler2005[22]	1	eberhard2020	3	lacuna-richman2004[271]	2	fox1982[11-12]; dressler2005[23]	1	lacuna-richman2004[267, 271]; fox1982[5-52]	2	dressler2005[23]	2	fox1982[25]			1	national-geospatial-intelligence-agency2009[186]	3	fox1982[11-12]	1	fox1982[17-33]; dressler2005	2014						1	lacuna-richman2004[278]; eberhard2020
Tanala	Tanala is the name given to an inland region in the south of Madagascar, and sometimes to the people who live there. Prior to the French conquest of 1895, Tanala was divided into two regions - Ikongo, which had a king, and Menabe, which was divided into much smaller polities. The American anthropologist Ralph Linton wrote a detailed ethnography of the Tanala based on fieldwork he conducted in Madagascar in the 1920s.	plat1254	1927	linton1933[15-16]	2	linton1933[162-164]	1	linton1933[162-164]	0	linton1933[165-170]	3	linton1933[165-170]	1	linton1933[164-165]	1	linton1933[168, 169-170, 229]	0	linton1933[161]	0	linton1933[161]	1	linton1933[162]	1	linton1933[167]	0	linton1933[159-240]	1	linton1933[161]	1	linton1933[150]			0	linton1933[37-131, 159-240]			0	blust2007; keesing1984; blevins2008			0	blust2007; keesing1984; blevins2008	0	blust2007; keesing1984; blevins2008	1	blench2007	1	linton1933[162-163]	1	adelaar1995A[328]	1	linton1933[18-19]	2	linton1933[162-163]	0	linton1933[18]	923.8	linton1933[16, 18]; daft-logic-distance-calculator2014	47.6	linton1933[16]; google-mapsnone	-20.9	linton1933[16]; google-mapsnone	1	linton1933[17-18]	4	blench2007[69]	2876	raxworthy-et-al2008[1704]	587041	campbell2005[19]	0	linton1933[170199]	0	linton1933[159-240, 247-252]	2	linton1933[159-240]	3	linton1933[132-240]	2	linton1933[287-292]	0	linton1933[115-124, 282-314]	1	linton1933[123-124]	0	linton1933[124]	1	linton1933[115-124, 282-314]	165000	grandidier-1908[313-314]; kottak1971	2	linton1933[132-146]	3	linton1933[132-146]	4	linton1933[132]	3	linton1933[133]			4	linton1933[147]; grandidier-1908[313-314]	4	linton1933[132-158, 247-252]	4	linton1933[182]	4	linton1933[182]	1	linton1933[79-83]	2	linton1933[47-52]	1	linton1933[52-56]	2	linton1933[37-61, 52, 59, 60]	1	linton1933[52-56]	4	linton1933[37]	1	linton1933[56-59]	1	linton1933[56-59]	2	linton1933[56-59]	1	linton1933[37-131, 51-52]			2		1		2		0		0	harper2002[91]	1		3	harper2002[71]	2	harper2002[85, 88-89]	2	harper2002[63, 69-70]	1	harper2002[49, 63]	2	harper2002[71-73]	0	harper2002[71-73, 76]	0	harper2002[71-73, 76]	3	harper2002[85, 88-89]	1	linton1933[327-329]; harper2002[84-85, 88-89]	2014		1		1		1	harper2002[140]
Tanimbar		yamd1240	1909	mckinnon1991[9]	2	mckinnon1991[38-45, 63, 73-74]; van-dijke-jonge1995[90]	1	van-dijke-jonge1995[86-105, 87-89]; mckinnon1991[38-106, 107-112]; koentjaraningrat1972b[114]	2	van-dijke-jonge1995[89, 90, 100]; mckinnon1991[38-106, 107-112]	3	koentjaraningrat1972b[114]; mckinnon1991[84-93]	1	mckinnon1991[38-106, 107-112, 183]; van-dijke-jonge1995[86-105]; koentjaraningrat1972b[114]	1	koentjaraningrat1972b[114]	2	mckinnon1991[38-62]; van-dijke-jonge1995[87-89]	0	mckinnon1991[38-62]					2	van-dijke-jonge1995[100-101, 104-105]	1	van-dijke-jonge1987[87-89]							0		0	blust2007; keesing1984; blevins2008[260-261]	0		0	blust2007; keesing1984; blevins2008[260-261]	0	blust2007; keesing1984; blevins2008[260-261]	2	bellwood_1995[109]	1	mckinnon1991[4-7]	0	cribb2000[2.21]	1	koentjaraningrat1972b[113]	1	koentjaraningrat1972b[113]; cribb2000[Map 2.23]	85.7	mckinnon1991[6]; daft-logic-distance-calculator2014	336	mckinnon1991[6]; daft-logic-distance-calculator2014	131.5	mckinnon1991[6]; google-mapsnone	-7.5	mckinnon1991[6]; google-mapsnone	4	mckinnon1991[6]	3	van-dijke-jonge1987[xii]	120	jepson-et-al2001[226]	3263	jepson-et-al2001[225]			1	van-dijke-jonge1995[81-83]; mckinnon1991[82]	3	mckinnon1991[73-74]	4						0	mckinnon1991[168, 171]; van-dijke-jonge1995[81, 89,, 95, 115, 139]	0	mckinnon1991[168, 171]; van-dijke-jonge1995[81, 89,, 95, 115, 139]			20000	mckinnon1991[10 (Note 7)]	1	koentjaraningrat1972b[113]	3	koentjaraningrat1972b[113]	2	koentjaraningrat1972b[113]	3	koentjaraningrat1972a[113]			3	van-wouden1968[31]; koentjaraningrat1972b[112]	3	mckinnon1991[64]	1	mckinnon1991[7-8]	2	mckinnon1991[4-8]	1	koentjaraningrat1972b[112]	1	koentjaraningrat1972b[112]	2	koentjaraningrat1972b[112]	2	koentjaraningrat1972b[112]	2	koentjaraningrat1972b[112]	4	koentjaraningrat1972b[112]	3		3	koentjaraningrat1972b[112]	3	koentjaraningrat1972b[112]	2	koentjaraningrat1972b[113]			0	mckinnon1991[8]	3	koentjaraningrat1972b[114]; mckinnon1991[8]	2	mckinnon1991[8]	0	mckinnon1991[3-12]			2	eberhard2020	3	mckinnon1991[10]	2	mckinnon1991[10]			2	mckinnon1991[10]							3	mckinnon1991[8, 10-11]	2	mckinnon1991[8]	2014							
Tanna		kwam1252	1774	bonnemaison1994	2	bonnemaison1994[103-191]	2	bonnemaison1994[103-191]	2	bonnemaison1994[103-191]	1	bonnemaison1994[181-182]	2	bonnemaison1994[103-191]	1	bonnemaison1994[129]	0	bonnemaison1994[115-116]	1	bonnemaison1994[115-123]	2	bonnemaison1994[181-182]	1	bonnemaison1994[181-182]	0	bonnemaison1994[103-191]	1	bonnemaison1994[173]	0	bonnemaison1994[103-191]	0	bonnemaison1994[103-191]	0	bonnemaison1994[103-191]	0	blevins2008[256]	0	blust2007; keesing1984; blevins2008	0	blevins2008[256]	1	blevins2008[256]	1	blevins2008[256]	0	bellwood_1995[109]	0	bonnemaison1994[3-38]	0	cribb2000[Map 2.21]	1	bonnemaison1994[34]	0	cribb2000[Map 2.23]	24.9	bonnemaison1994[34]; daft-logic-distance-calculator2014	1793	bonnemaison1994[11]; daft-logic-distance-calculator2014	169.4	lindstrom1991[313]; google-mapsnone	-19.5	lindstrom1991[313]; google-mapsnone	1	lindstrom1991[313]	2	tanna2013	1084	tanna2013	561	lindstrom1991[313]; tanna2013	1	bonnemaison1994[118]	0	bonnemaison1994[103-191]	2	bonnemaison1994[150-151]	3	bonnemaison1994[103-191]	2	humphreys1926[74-75]	0	humphreys1926[37-44, 74-84]	0	turner-1861[79]	1	turner-1861[79]; humphreys1926[74-84]	1	humphreys1926[39, 74-84]	20000	bonnemaison1994[35]	1	lindstrom1991[314]	3	lindstrom1991[314]	3	turner-1861[86]	3	lindstrom1991[314]	2	lindstrom1991[314]	3	adams1984[35, 103-191]	4	bonnemaison1994[35]	1	humphreys1926[157-159]	4	bonnemaison1994[157-169]; spriggs-1985	0	humphreys1926[60-70]	2	humphreys1926[37-44, 60-65]	1	humphreys1926[64-65]	2	humphreys1926[60-70]	1	humphreys1926[64-65]	4	humphreys1926[61-62]; turner-1861[87]	0	humphreys1926[60-70]; bonnemaison1994[32]	0	bonnemaison1994[32]; humphreys1926[64]	1	bonnemaison1994[32]	1	adams1984[60-70]	1		0	bonnemaison1994[52-66]	2	atkinson2018	2	guiart1956	2	atkinson2018	0	atkinson2018	2	atkinson2018	2	atkinson2018	1	bonnemaison1994[81-102]; atkinson2018	1	atkinson2018	1	atkinson2018	1	connell2008	1	connell2008	0	national-geospatial-intelligence-agency2009[180]; connell2008	2	bonnemaison1994[81-102]; atkinson2018	1	bonnemaison1994[56-58, 81-102]	2014		2	atkinson2018	3	atkinson2018	1	atkinson2018
